member_id,week_start,steps,gym_visits,points_earned
M00780,2022-04-04,14189.0,4,61.0
M00019,2022-11-28,11918.0,2,73.0
M00351,2023-09-11,5740.0,0,131.0
M00315,2023-11-13,19227.0,4,42.0
M00885,2023-04-10,17303.0,4,37.0
M00781,2022-08-08,19460.0,1,142.0
M00787,2022-09-05,9265.0,4,10.0
M00676,2022-01-31,5927.0,3,24.0
M00214,2023-07-03,9499.0,0,38.0
M00492,2023-10-02,13200.0,1,55.0
M00222,2022-05-02,4231.0,2,100.0
M00900,2022-03-14,10258.0,4,99.0
M00269,2023-05-29,4080.0,1,111.0
M00084,2022-01-24,7286.0,3,107.0
M00743,2022-05-16,11739.0,1,147.0
M00902,2022-01-31,19652.0,3,51.0
M00044,2023-03-13,6691.0,1,33.0
M00588,2023-01-09,8762.0,1,44.0
M00976,2023-03-27,2601.0,2,75.0
M00877,2023-06-19,9044.0,2,99.0
M00849,2023-08-21,,2,3.0
M00904,2022-03-28,4582.0,1,12.0
M00161,2023-07-03,13042.0,4,58.0
M00748,2023-05-22,2095.0,1,66.0
M00377,2022-01-17,17669.0,2,144.0
M00308,2022-01-10,10425.0,1,121.0
M00871,2022-03-21,14976.0,4,44.0
M00117,2023-09-04,6677.0,3,46.0
M00972,2023-07-24,15517.0,0,95.0
M00602,2023-01-23,18164.0,2,111.0
M00339,2023-02-06,3235.0,1,111.0
M00781,2023-11-27,17239.0,4,123.0
M00888,2023-09-11,10187.0,2,59.0
M00766,2022-12-26,17032.0,2,0.0
M00650,2022-04-11,15807.0,3,33.0
M00930,2022-01-03,15126.0,0,93.0
M00607,2023-05-15,18936.0,1,40.0
M00667,2023-12-04,9966.0,1,50.0
M00954,2023-05-08,9700.0,2,4.0
M00707,2023-11-20,,4,87.0
M00940,2023-12-11,10722.0,2,137.0
M00325,2022-11-07,17374.0,3,146.0
M00005,2022-04-18,15933.0,0,119.0
M00421,2022-04-25,12363.0,3,49.0
M00071,2023-12-11,15616.0,4,77.0
M00104,2022-07-25,5089.0,1,91.0
M00056,2022-09-12,8227.0,4,131.0
M00307,2022-05-02,6800.0,3,60.0
M00824,2023-11-27,2917.0,1,110.0
M00496,2023-06-12,13451.0,0,88.0
M00170,2023-10-02,16703.0,2,101.0
M00141,2022-03-14,4067.0,0,136.0
M00034,2023-02-20,16074.0,2,81.0
M00356,2023-02-13,4404.0,0,85.0
M00418,2023-05-01,10963.0,1,67.0
M00053,2022-06-27,15906.0,1,99.0
M00003,2023-07-10,16393.0,1,58.0
M00330,2022-09-19,17413.0,2,12.0
M00762,2022-02-28,19100.0,1,78.0
M00619,2023-07-24,11272.0,4,96.0
M00611,2023-11-06,17963.0,2,47.0
M00805,2023-07-31,8429.0,1,97.0
M00692,2023-05-22,4556.0,1,53.0
M00646,2022-11-14,3457.0,0,48.0
M00149,2022-10-31,5837.0,4,149.0
M00506,2022-10-17,4695.0,4,47.0
M00301,2023-05-22,6511.0,2,91.0
M00133,2023-04-24,12373.0,4,104.0
M00259,2022-06-06,9029.0,1,24.0
M00276,2022-08-22,18341.0,2,20.0
M00990,2023-12-11,5762.0,3,25.0
M00716,2022-05-30,2222.0,0,103.0
M00061,2023-04-24,16450.0,0,128.0
M00931,2023-03-27,16661.0,3,72.0
M00672,2022-06-27,19398.0,2,4.0
M00147,2023-07-24,3018.0,3,144.0
M00655,2023-01-16,10417.0,4,52.0
M00842,2023-09-18,6582.0,1,107.0
M00825,2022-04-11,7269.0,3,82.0
M00666,2023-04-03,18068.0,3,103.0
M00838,2023-01-02,13319.0,4,28.0
M00496,2023-07-03,8353.0,2,114.0
M00623,2022-03-14,6411.0,1,75.0
M00602,2023-02-06,11778.0,1,135.0
M00898,2023-08-07,6495.0,0,106.0
M00561,2022-10-17,11707.0,1,42.0
M00944,2023-07-17,2768.0,1,142.0
M00416,2023-04-24,14618.0,1,89.0
M00131,2022-08-15,7290.0,1,125.0
M00723,2022-10-31,14392.0,4,96.0
M00228,2023-09-11,14193.0,0,20.0
M00916,2022-02-14,5292.0,3,146.0
M00765,2023-11-13,8111.0,0,95.0
M00094,2023-07-03,9224.0,2,0.0
M00677,2022-12-26,17911.0,3,25.0
M00621,2022-03-28,7227.0,0,53.0
M00916,2022-08-08,5147.0,0,44.0
M00572,2022-09-26,13309.0,0,50.0
M00098,2023-06-26,5947.0,0,27.0
M00187,2023-03-13,12689.0,0,7.0
M00748,2022-05-16,8051.0,0,89.0
M00593,2022-04-18,18106.0,4,4.0
M00554,2022-07-25,11141.0,4,10.0
M00663,2022-05-09,16258.0,3,84.0
M00425,2023-08-21,9475.0,1,121.0
M00585,2023-12-04,2404.0,0,45.0
M00539,2023-05-29,7755.0,1,139.0
M00593,2023-05-15,14061.0,4,12.0
M00745,2023-10-09,5720.0,2,115.0
M00174,2023-06-26,18671.0,0,92.0
M00785,2023-06-05,6167.0,3,7.0
M00625,2022-07-25,3818.0,1,101.0
M00898,2023-11-06,6649.0,3,136.0
M00762,2022-08-22,13484.0,0,131.0
M00763,2022-09-26,3940.0,1,96.0
M00527,2022-12-05,3067.0,1,54.0
M00971,2023-12-04,2989.0,0,105.0
M00886,2023-12-04,10480.0,2,122.0
M00953,2022-01-31,8143.0,0,70.0
M00485,2022-10-24,,3,54.0
M00169,2022-11-21,5107.0,4,95.0
M00585,2023-02-13,6633.0,4,56.0
M00782,2023-04-24,19558.0,4,100.0
M00776,2022-04-25,11997.0,1,97.0
M00844,2022-05-09,17639.0,1,72.0
M00903,2022-11-14,15686.0,0,69.0
M00579,2023-01-23,9780.0,1,21.0
M00922,2022-06-27,17477.0,3,142.0
M00771,2023-04-03,13219.0,0,95.0
M00430,2022-04-04,19027.0,3,145.0
M00132,2022-12-26,6974.0,4,10.0
M00953,2023-10-02,14392.0,3,96.0
M00124,2022-01-24,17184.0,4,131.0
M00736,2022-01-17,18938.0,1,33.0
M00174,2023-07-03,8069.0,0,47.0
M00782,2022-05-30,18916.0,2,82.0
M00387,2022-12-12,9831.0,3,47.0
M00141,2023-03-20,2633.0,0,75.0
M00648,2023-07-31,19340.0,2,39.0
M00440,2023-11-13,19707.0,0,40.0
M00742,2022-03-07,13653.0,2,149.0
M00898,2023-01-23,11549.0,0,110.0
M00614,2023-11-13,13840.0,4,63.0
M00372,2022-04-18,4718.0,2,48.0
M00814,2022-09-12,15238.0,0,117.0
M00287,2023-11-27,6209.0,2,91.0
M00999,2023-01-16,5657.0,4,14.0
M00091,2022-05-30,10251.0,2,131.0
M00209,2022-08-08,2926.0,2,135.0
M00547,2022-10-31,14240.0,0,126.0
M00574,2023-07-17,10486.0,3,59.0
M00942,2023-05-22,2615.0,4,126.0
M00152,2022-12-26,19967.0,0,89.0
M00577,2022-08-15,12319.0,1,130.0
M00221,2023-11-06,5855.0,2,134.0
M00858,2022-01-10,5507.0,1,78.0
M00300,2022-04-04,16708.0,0,144.0
M00355,2023-12-04,10538.0,3,123.0
M00563,2023-02-27,13701.0,4,9.0
M00620,2023-11-06,7256.0,0,79.0
M00856,2023-03-27,5224.0,3,111.0
M00686,2023-08-21,14631.0,0,25.0
M00801,2022-07-25,18603.0,3,21.0
M00192,2022-07-04,16763.0,1,142.0
M00410,2023-03-20,3200.0,3,57.0
M00357,2022-08-15,17841.0,4,59.0
M00679,2023-01-02,7834.0,1,75.0
M00244,2023-07-10,16838.0,2,130.0
M00767,2022-03-07,,1,1.0
M00058,2022-07-04,8053.0,1,125.0
M00883,2022-09-12,2704.0,2,58.0
M00026,2022-01-10,6944.0,1,56.0
M00486,2023-10-16,15296.0,1,107.0
M00117,2022-10-24,6048.0,2,139.0
M00242,2023-07-31,17369.0,2,74.0
M00230,2022-05-09,4929.0,4,0.0
M00843,2023-11-20,4451.0,1,98.0
M00765,2022-03-14,3247.0,1,53.0
M00093,2022-12-26,19154.0,1,42.0
M00221,2022-08-08,6356.0,4,142.0
M00707,2023-07-10,,1,6.0
M00713,2023-07-17,,2,5.0
M00227,2022-07-18,4373.0,2,19.0
M00569,2023-08-07,13238.0,2,87.0
M00582,2022-09-05,14515.0,2,37.0
M00760,2022-11-21,12839.0,3,75.0
M00585,2023-09-04,13556.0,2,2.0
M00767,2022-10-24,18391.0,4,11.0
M00776,2022-12-26,8768.0,3,79.0
M00603,2023-01-02,19452.0,1,14.0
M00126,2023-04-17,16793.0,2,117.0
M00290,2022-01-31,10713.0,1,54.0
M00499,2023-07-31,8485.0,2,94.0
M00472,2022-11-28,12471.0,2,81.0
M00752,2022-06-13,7598.0,3,5.0
M00837,2022-01-03,10940.0,2,63.0
M00522,2023-11-20,15575.0,2,34.0
M00724,2022-01-10,13564.0,0,10.0
M00022,2022-03-07,18256.0,4,22.0
M00908,2023-03-13,12905.0,4,56.0
M00157,2023-02-13,12581.0,1,80.0
M00671,2022-02-07,14394.0,1,69.0
M00262,2023-12-25,5895.0,3,113.0
M00110,2023-12-11,12698.0,1,62.0
M00775,2023-08-07,4680.0,0,79.0
M00501,2023-07-31,6038.0,1,28.0
M00865,2022-11-28,11609.0,2,143.0
M00366,2022-09-05,12821.0,1,105.0
M00975,2022-11-28,17070.0,1,17.0
M00013,2022-07-18,2259.0,2,144.0
M00063,2022-10-10,18660.0,0,73.0
M00024,2023-09-04,11001.0,4,99.0
M00862,2023-05-22,6560.0,0,47.0
M00353,2022-08-08,9539.0,0,86.0
M00340,2023-12-25,5326.0,3,18.0
M00019,2022-01-31,16033.0,3,74.0
M00851,2023-08-14,16987.0,2,40.0
M00742,2022-04-25,5358.0,3,4.0
M00088,2022-06-13,17033.0,4,5.0
M00581,2023-09-25,13983.0,2,130.0
M00150,2023-07-24,16376.0,3,44.0
M00828,2023-08-21,4763.0,1,74.0
M00790,2022-02-07,16192.0,3,111.0
M00092,2022-07-11,5276.0,4,106.0
M00145,2022-05-16,16974.0,3,109.0
M00863,2023-07-10,2460.0,2,47.0
M00175,2022-05-09,10737.0,1,131.0
M00391,2022-02-21,16292.0,2,48.0
M00145,2022-05-02,6139.0,1,97.0
M00460,2022-09-12,16076.0,1,43.0
M00958,2023-02-27,19742.0,4,28.0
M00703,2022-11-07,7467.0,0,25.0
M00135,2023-10-23,13653.0,4,126.0
M00541,2022-09-19,5556.0,0,60.0
M00237,2022-01-10,16119.0,0,39.0
M00712,2023-01-16,11477.0,4,101.0
M00772,2023-10-30,10148.0,3,18.0
M00872,2022-04-11,14755.0,4,141.0
M00630,2023-02-13,16636.0,2,34.0
M00784,2023-06-05,19594.0,2,81.0
M00592,2022-01-31,13741.0,2,91.0
M00342,2023-10-09,15801.0,2,146.0
M00587,2023-08-07,12725.0,0,88.0
M00699,2022-05-16,11140.0,0,78.0
M00041,2023-07-24,14954.0,4,112.0
M00246,2022-03-21,9543.0,1,130.0
M00828,2023-01-30,17556.0,1,86.0
M00459,2023-07-17,16895.0,0,139.0
M00965,2023-04-17,10183.0,3,95.0
M00570,2022-05-09,7368.0,0,91.0
M00742,2023-08-28,2231.0,3,137.0
M00624,2022-07-04,5534.0,1,113.0
M00204,2023-01-02,3646.0,0,26.0
M00552,2022-10-17,12568.0,4,75.0
M00473,2022-11-07,16190.0,2,99.0
M00058,2023-06-26,19176.0,1,96.0
M00189,2023-04-17,4790.0,0,67.0
M00685,2023-04-17,10278.0,0,148.0
M00589,2022-06-13,4027.0,2,147.0
M00048,2023-08-28,17982.0,1,113.0
M00090,2022-09-05,4446.0,4,144.0
M00523,2023-06-05,8889.0,4,115.0
M00568,2023-11-06,19807.0,4,45.0
M00488,2023-12-11,16797.0,1,77.0
M00791,2022-01-31,18464.0,4,9.0
M00973,2022-07-04,12953.0,3,120.0
M00545,2022-09-12,12332.0,0,147.0
M00180,2022-07-04,13113.0,3,61.0
M00116,2023-10-23,19464.0,1,78.0
M00028,2023-06-12,15834.0,4,89.0
M00115,2022-11-21,2719.0,4,139.0
M00900,2023-03-20,11818.0,4,23.0
M00220,2022-02-07,8764.0,2,52.0
M00738,2023-06-12,5354.0,2,32.0
M00755,2023-01-23,12444.0,4,68.0
M00179,2022-04-04,16807.0,0,72.0
M00394,2022-05-30,18648.0,2,103.0
M00820,2023-01-16,11132.0,1,99.0
M00712,2023-06-05,18647.0,4,88.0
M00777,2023-12-25,13255.0,0,
M00786,2022-12-26,17825.0,2,97.0
M00706,2023-12-18,11824.0,1,6.0
M00594,2023-01-23,6102.0,2,
M00680,2023-12-11,13852.0,1,115.0
M00066,2023-06-19,17487.0,4,60.0
M00022,2022-02-07,18782.0,0,31.0
M00336,2022-05-16,10375.0,3,58.0
M00101,2023-01-09,8583.0,2,78.0
M00352,2022-01-10,4852.0,0,29.0
M00842,2023-06-05,17592.0,3,3.0
M00873,2023-05-15,16812.0,4,33.0
M00930,2022-07-25,6403.0,1,136.0
M00176,2023-09-25,8889.0,4,59.0
M00272,2023-01-09,2606.0,0,114.0
M00049,2022-01-24,11261.0,0,28.0
M00354,2023-05-08,19733.0,2,53.0
M00613,2022-11-21,9626.0,3,120.0
M00575,2023-09-04,8358.0,3,21.0
M00936,2023-10-30,13078.0,2,19.0
M00312,2022-05-09,10632.0,4,36.0
M00354,2022-10-17,10771.0,3,127.0
M00876,2023-11-20,3323.0,4,50.0
M00845,2022-10-17,19693.0,1,72.0
M00944,2022-12-19,14926.0,0,116.0
M00037,2022-01-17,17745.0,1,65.0
M00908,2023-07-24,13731.0,2,61.0
M00719,2022-09-12,11960.0,3,43.0
M00734,2022-05-30,10717.0,1,113.0
M00735,2022-08-15,11829.0,0,22.0
M00349,2023-12-11,15178.0,3,92.0
M00354,2023-12-18,3201.0,4,10.0
M00544,2023-11-13,16278.0,3,60.0
M00364,2022-12-05,19952.0,0,122.0
M00663,2023-08-28,18392.0,3,21.0
M00586,2023-01-09,7470.0,1,2.0
M00584,2023-03-06,8919.0,2,64.0
M00277,2022-08-29,18586.0,1,89.0
M00203,2022-07-18,12502.0,3,60.0
M00908,2023-04-03,14852.0,4,92.0
M00945,2022-12-12,14814.0,3,52.0
M00509,2022-04-04,5531.0,0,24.0
M00615,2022-11-28,9367.0,1,49.0
M00175,2022-10-31,17396.0,1,46.0
M00211,2023-05-15,10141.0,3,121.0
M00253,2022-01-03,18218.0,2,99.0
M00354,2022-07-11,19998.0,3,65.0
M00318,2022-01-17,15267.0,2,12.0
M00806,2023-05-08,2661.0,3,14.0
M00866,2023-11-13,12217.0,1,5.0
M00366,2022-11-28,15744.0,2,84.0
M00154,2022-08-08,14835.0,0,41.0
M00296,2022-02-28,18477.0,2,81.0
M00656,2023-11-20,8619.0,4,5.0
M00531,2023-01-30,14453.0,0,77.0
M00946,2023-07-31,19447.0,3,145.0
M00952,2022-11-14,11279.0,4,42.0
M00541,2023-02-06,7571.0,0,147.0
M00365,2023-01-23,16093.0,3,108.0
M00934,2022-04-11,5044.0,2,47.0
M00701,2023-10-23,16717.0,3,75.0
M00676,2023-02-27,6370.0,1,128.0
M00341,2022-04-18,17987.0,0,118.0
M00266,2022-11-14,19513.0,2,13.0
M00175,2023-12-04,17850.0,3,66.0
M00983,2023-05-08,5648.0,2,9.0
M00684,2022-08-29,8200.0,2,73.0
M00508,2023-10-09,5351.0,0,64.0
M00628,2023-04-03,2613.0,2,31.0
M00364,2023-01-30,6267.0,0,82.0
M00958,2022-08-22,9272.0,2,64.0
M00251,2023-11-20,16275.0,2,25.0
M00519,2022-08-01,10197.0,3,64.0
M00486,2022-03-21,15345.0,4,139.0
M00197,2023-03-27,13893.0,0,35.0
M00275,2022-11-21,11823.0,1,54.0
M00366,2023-10-09,13988.0,0,88.0
M00545,2023-03-27,2555.0,2,7.0
M00664,2022-01-03,,4,26.0
M00535,2023-07-03,14892.0,0,127.0
M00255,2023-04-10,6342.0,2,59.0
M00086,2022-04-04,8916.0,1,143.0
M00868,2023-01-09,10508.0,3,55.0
M00181,2022-03-07,10945.0,3,124.0
M00878,2023-04-10,17707.0,0,31.0
M00149,2023-08-07,13338.0,0,78.0
M00338,2022-12-12,13131.0,1,20.0
M00614,2023-11-27,19493.0,3,55.0
M00091,2023-09-25,9627.0,2,92.0
M00549,2022-09-05,6164.0,0,53.0
M00049,2022-03-14,3385.0,4,19.0
M00921,2022-01-17,12209.0,3,128.0
M00039,2023-09-04,15487.0,2,73.0
M00542,2022-09-26,3733.0,3,145.0
M00555,2022-03-07,3577.0,1,112.0
M00206,2023-09-18,8740.0,4,58.0
M00226,2022-12-19,10006.0,2,127.0
M00438,2022-08-08,19124.0,2,127.0
M00032,2022-12-26,12792.0,0,140.0
M00638,2023-05-15,12046.0,1,31.0
M00095,2022-11-21,4478.0,1,69.0
M00433,2022-03-28,15662.0,2,2.0
M00002,2023-04-10,4963.0,3,132.0
M00511,2023-01-02,5291.0,2,113.0
M00303,2023-01-02,12816.0,2,11.0
M00487,2022-04-11,5793.0,2,32.0
M00611,2023-01-02,4460.0,2,26.0
M00535,2023-08-14,9550.0,2,112.0
M00390,2022-10-17,13813.0,2,124.0
M00853,2022-07-18,19000.0,3,12.0
M00730,2022-11-21,17310.0,4,109.0
M00734,2023-09-25,10906.0,4,122.0
M00297,2022-07-25,13474.0,0,104.0
M00512,2022-04-04,10709.0,4,63.0
M00810,2023-07-03,13464.0,3,121.0
M00990,2023-02-13,15163.0,2,131.0
M00949,2023-03-20,5114.0,1,43.0
M00584,2022-10-31,10898.0,3,17.0
M00679,2022-04-04,4295.0,1,17.0
M00225,2022-06-20,15676.0,0,5.0
M00650,2023-09-25,10972.0,3,42.0
M00210,2022-10-31,18063.0,2,8.0
M00112,2023-02-27,7678.0,2,10.0
M00740,2022-01-10,10462.0,3,78.0
M00745,2023-07-17,5652.0,3,16.0
M00503,2023-07-03,14913.0,2,89.0
M00562,2023-09-25,7925.0,1,13.0
M00331,2023-05-29,7361.0,3,38.0
M00748,2022-10-24,8237.0,2,119.0
M00392,2022-02-28,15275.0,4,54.0
M00769,2023-02-27,14582.0,3,8.0
M00712,2023-04-10,14028.0,0,26.0
M00709,2022-06-13,17379.0,0,90.0
M00513,2023-03-27,15049.0,3,59.0
M00451,2022-09-19,7523.0,2,29.0
M00283,2023-05-01,18156.0,1,89.0
M00365,2022-01-31,12655.0,3,102.0
M00189,2023-04-17,5207.0,0,123.0
M00125,2023-04-10,4710.0,1,103.0
M00688,2022-07-25,16450.0,4,57.0
M00791,2023-11-27,18133.0,1,64.0
M00940,2023-08-28,3529.0,4,125.0
M00487,2023-03-06,2179.0,0,88.0
M00936,2022-02-14,4695.0,4,27.0
M00907,2022-12-19,14064.0,1,9.0
M00877,2022-08-08,14477.0,0,10.0
M00651,2023-05-29,19344.0,1,29.0
M00868,2023-12-04,9358.0,3,
M00614,2023-11-06,4775.0,1,27.0
M00799,2022-06-27,17007.0,3,19.0
M00956,2022-10-24,13429.0,3,139.0
M00311,2023-03-06,3281.0,4,132.0
M00408,2022-08-01,14523.0,3,29.0
M00318,2023-10-16,3417.0,4,137.0
M00147,2022-06-06,2740.0,3,90.0
M00501,2023-03-20,13748.0,0,75.0
M00352,2023-10-09,6555.0,4,65.0
M00808,2023-05-15,13748.0,1,36.0
M00358,2023-01-16,2470.0,4,114.0
M00273,2022-04-18,12193.0,0,113.0
M00946,2022-02-28,14538.0,3,135.0
M00867,2022-01-24,19573.0,0,56.0
M00510,2023-07-31,11421.0,2,66.0
M00012,2022-09-26,19528.0,0,27.0
M00143,2022-10-31,10874.0,0,141.0
M00167,2022-10-10,14566.0,0,138.0
M00269,2022-03-28,13800.0,1,106.0
M00094,2023-06-12,19893.0,1,136.0
M00106,2023-05-22,5739.0,0,121.0
M00787,2022-03-21,5933.0,2,146.0
M00713,2022-06-13,7627.0,2,134.0
M00313,2022-11-28,15530.0,4,16.0
M00604,2023-06-19,9367.0,0,126.0
M00236,2023-11-20,10047.0,4,47.0
M00060,2022-08-08,10274.0,3,86.0
M00747,2022-09-19,15164.0,2,75.0
M00696,2023-06-26,19259.0,3,88.0
M00409,2023-04-03,15587.0,3,77.0
M00360,2023-01-09,10184.0,0,57.0
M00233,2022-05-23,3564.0,2,134.0
M00900,2022-08-01,19031.0,4,106.0
M00948,2023-03-20,13325.0,3,61.0
M00639,2022-12-26,19573.0,0,142.0
M00101,2022-08-29,7430.0,1,66.0
M00647,2022-04-18,17764.0,2,125.0
M00745,2022-10-03,7115.0,1,52.0
M00580,2023-09-18,15611.0,4,144.0
M00087,2022-09-19,17274.0,4,112.0
M00748,2023-01-30,2154.0,4,109.0
M00108,2022-01-17,3115.0,2,147.0
M00454,2022-09-12,14292.0,3,126.0
M00941,2023-11-27,14287.0,0,128.0
M00649,2023-12-11,9358.0,3,95.0
M00377,2022-01-10,15862.0,2,120.0
M00777,2023-08-21,,1,117.0
M00981,2022-01-17,7203.0,0,84.0
M00387,2023-12-25,16548.0,4,30.0
M00845,2022-11-21,8614.0,1,16.0
M00063,2023-09-18,14508.0,3,88.0
M00230,2022-07-04,9888.0,0,40.0
M00978,2023-03-13,19559.0,4,115.0
M00375,2022-09-19,16396.0,0,48.0
M00238,2022-10-31,15587.0,3,89.0
M00991,2022-02-21,6921.0,2,54.0
M00861,2022-06-06,11150.0,3,135.0
M00247,2022-02-07,8858.0,2,31.0
M00386,2022-06-20,5293.0,4,89.0
M00671,2023-02-13,10891.0,3,37.0
M00038,2023-01-30,3623.0,3,76.0
M00244,2023-02-06,6236.0,3,18.0
M00519,2022-04-18,4550.0,3,5.0
M00360,2022-06-27,12609.0,2,121.0
M00394,2023-07-03,3292.0,2,123.0
M00077,2022-11-21,10071.0,1,118.0
M00443,2023-10-30,3553.0,4,44.0
M00769,2022-10-03,6769.0,4,15.0
M00037,2022-05-09,5729.0,2,92.0
M00409,2023-06-26,11272.0,1,28.0
M00350,2022-10-31,14667.0,1,51.0
M00578,2023-11-20,6977.0,3,80.0
M00612,2022-06-27,18974.0,1,105.0
M00984,2022-12-26,14950.0,4,111.0
M00844,2022-09-12,5778.0,0,124.0
M00261,2023-06-19,18072.0,2,68.0
M00824,2022-11-21,6373.0,3,95.0
M00463,2023-05-15,18467.0,1,28.0
M00554,2022-04-04,12384.0,2,92.0
M00448,2022-06-27,10140.0,2,130.0
M00049,2022-11-21,19128.0,2,67.0
M00814,2023-10-16,4248.0,4,43.0
M00071,2023-12-25,14796.0,3,24.0
M00246,2022-03-28,10553.0,0,149.0
M00002,2023-11-27,3215.0,3,74.0
M00835,2022-03-14,16686.0,1,7.0
M00900,2022-01-10,3158.0,3,124.0
M00062,2022-07-25,9868.0,4,26.0
M00880,2022-06-13,15131.0,0,138.0
M00848,2023-07-24,19328.0,3,134.0
M00539,2022-06-06,7113.0,1,123.0
M00342,2023-05-01,6803.0,3,90.0
M00067,2023-06-05,14020.0,4,50.0
M00881,2022-02-14,17456.0,2,20.0
M00378,2022-11-21,13418.0,4,89.0
M00657,2023-11-06,13987.0,4,108.0
M00726,2022-03-07,18387.0,4,116.0
M00948,2023-08-14,6754.0,0,16.0
M00839,2023-05-22,14477.0,3,141.0
M00057,2022-07-25,7063.0,1,129.0
M00286,2022-11-28,13944.0,2,149.0
M00456,2022-06-20,,2,105.0
M00723,2023-09-11,3612.0,0,27.0
M00455,2022-06-13,16791.0,1,133.0
M00193,2022-03-21,6529.0,2,146.0
M00912,2023-05-08,17945.0,1,55.0
M00626,2022-08-22,,1,20.0
M00505,2022-01-17,,3,19.0
M00122,2022-02-07,15899.0,0,90.0
M00872,2023-02-13,6322.0,4,126.0
M00479,2022-07-04,7963.0,4,120.0
M00103,2023-07-31,9153.0,2,30.0
M00667,2023-05-15,10870.0,2,8.0
M00586,2022-09-05,6418.0,0,49.0
M00354,2023-02-27,13478.0,3,80.0
M00175,2023-12-18,4556.0,2,31.0
M00014,2023-11-27,9795.0,2,116.0
M00898,2023-07-24,4387.0,1,26.0
M00679,2023-05-08,12478.0,0,1.0
M00567,2023-03-27,,4,0.0
M00470,2022-01-31,19178.0,0,126.0
M00026,2022-10-17,12693.0,4,7.0
M00044,2022-04-04,5781.0,1,137.0
M00581,2023-03-27,17846.0,3,68.0
M00038,2022-03-21,9225.0,4,113.0
M00848,2023-07-31,19361.0,1,47.0
M00524,2022-01-10,11088.0,3,115.0
M00105,2022-04-04,14529.0,1,116.0
M00756,2023-04-10,2075.0,3,80.0
M00364,2023-11-20,14635.0,2,124.0
M00490,2023-06-19,5602.0,3,32.0
M00273,2023-04-10,3657.0,4,91.0
M00793,2022-04-04,16477.0,3,81.0
M00704,2022-08-22,7849.0,0,121.0
M00088,2022-11-07,16167.0,3,22.0
M00651,2022-02-28,13935.0,1,81.0
M00658,2022-03-07,6869.0,4,42.0
M00676,2022-02-21,6208.0,2,106.0
M00771,2022-07-18,16828.0,2,73.0
M00339,2023-02-27,2349.0,1,137.0
M00326,2023-01-09,5090.0,2,99.0
M00599,2022-09-26,7848.0,4,105.0
M01000,2022-08-15,3523.0,1,76.0
M00839,2022-06-06,2641.0,4,128.0
M00367,2023-05-15,10190.0,2,143.0
M00876,2022-10-03,5496.0,2,18.0
M00751,2023-12-11,12750.0,0,75.0
M00777,2022-06-06,14395.0,1,132.0
M00706,2023-02-13,16440.0,3,61.0
M00640,2022-12-12,10480.0,1,132.0
M00122,2023-11-27,16966.0,4,120.0
M00756,2023-03-20,8045.0,2,134.0
M00559,2023-01-23,8433.0,0,107.0
M00946,2022-10-24,8163.0,1,77.0
M00320,2023-08-07,8461.0,4,32.0
M00365,2023-02-06,12241.0,0,5.0
M00624,2022-03-21,3623.0,0,81.0
M00303,2022-09-05,18636.0,0,133.0
M00075,2023-05-22,14917.0,2,50.0
M00451,2023-11-06,16561.0,4,11.0
M00381,2022-02-07,8482.0,0,113.0
M00298,2022-08-08,7778.0,2,121.0
M00305,2023-03-27,18751.0,2,131.0
M00030,2023-02-20,15803.0,2,0.0
M00008,2023-01-09,11762.0,1,51.0
M00421,2022-06-13,16995.0,2,52.0
M00853,2022-07-18,4030.0,4,92.0
M00008,2022-02-21,15945.0,3,13.0
M00751,2022-03-28,14700.0,1,148.0
M00191,2023-03-13,12638.0,0,104.0
M00128,2022-06-20,9558.0,2,
M00523,2022-07-18,12037.0,1,60.0
M00256,2023-02-13,4296.0,1,14.0
M00233,2023-02-27,12423.0,4,105.0
M00377,2023-09-04,13457.0,0,8.0
M00698,2023-09-25,11761.0,3,59.0
M00633,2022-06-27,14116.0,3,55.0
M00930,2023-08-07,7204.0,1,142.0
M00679,2023-04-17,3408.0,1,84.0
M00656,2022-05-30,19102.0,0,104.0
M00839,2022-02-14,18954.0,1,87.0
M00900,2023-01-30,9010.0,2,6.0
M00352,2023-03-06,19432.0,3,23.0
M00613,2022-05-02,5074.0,2,56.0
M00430,2022-03-07,2853.0,4,63.0
M00022,2022-08-01,12853.0,1,24.0
M00711,2022-06-27,6289.0,0,53.0
M00269,2023-01-16,19213.0,4,85.0
M00082,2023-09-18,19076.0,4,33.0
M00682,2022-06-20,7496.0,0,0.0
M00930,2022-12-26,9920.0,4,
M00511,2022-05-02,4700.0,2,36.0
M00013,2022-06-13,8628.0,4,29.0
M00994,2022-04-11,19958.0,0,113.0
M00925,2022-02-21,17388.0,3,129.0
M00894,2022-10-24,9192.0,1,47.0
M00943,2023-09-11,7568.0,0,101.0
M00197,2023-11-20,12338.0,2,23.0
M00607,2022-06-13,3551.0,2,145.0
M00267,2023-12-25,6679.0,3,19.0
M00831,2023-12-11,13726.0,2,67.0
M00870,2023-08-14,14984.0,0,7.0
M00051,2023-03-27,13436.0,2,89.0
M00188,2022-06-27,10627.0,3,55.0
M00303,2023-05-29,19851.0,3,60.0
M00004,2022-06-27,3534.0,4,38.0
M00775,2023-04-03,17363.0,4,17.0
M00343,2022-10-03,3490.0,2,96.0
M00031,2022-04-04,8484.0,2,58.0
M00630,2022-08-15,13940.0,2,145.0
M00721,2023-01-30,11213.0,2,97.0
